id,v1x,v1y,v2x,v2y,v3x,v3y,type,num_polygon_edges
313,-96.7631,42.0892,-96.7631,42.0895,-96.7715,42.0903,INTERNAL,0
314,-96.8641,41.9574,-96.7823,42.0623,-96.7971,42.0903,INTERNAL,0
315,-96.7823,42.0623,-96.7737,42.0734,-96.7955,42.0903,INTERNAL,0
316,-96.7737,42.0734,-96.7693,42.0791,-96.7936,42.0903,INTERNAL,0
317,-96.7693,42.0791,-96.767,42.082,-96.7919,42.0903,INTERNAL,0
318,-96.767,42.082,-96.7646,42.0851,-96.7884,42.0903,INTERNAL,0
319,-96.7646,42.0851,-96.7644,42.0853,-96.7881,42.0903,INTERNAL,0
320,-96.7646,42.0851,-96.7881,42.0903,-96.7983,42.0925,INTERNAL,0
321,-96.7644,42.0853,-96.7638,42.0861,-96.7866,42.0903,INTERNAL,0
322,-96.8641,41.9574,-96.8522,41.9847,-96.8279,42.0904,INTERNAL,0
323,-96.8522,41.9847,-96.8469,41.9969,-96.826,42.0904,INTERNAL,0
324,-96.8469,41.9969,-96.8445,42.0025,-96.8251,42.0904,INTERNAL,0
325,-96.8445,42.0025,-96.8407,42.0112,-96.8237,42.0904,INTERNAL,0
326,-96.8407,42.0112,-96.8404,42.0121,-96.8235,42.0904,INTERNAL,0
327,-96.8404,42.0121,-96.8402,42.0125,-96.8234,42.0904,INTERNAL,0
328,-96.8402,42.0125,-96.8376,42.0185,-96.8224,42.0904,INTERNAL,0
329,-96.8281,42.0404,-96.8277,42.0413,-96.8181,42.0904,INTERNAL,0
330,-96.8277,42.0413,-96.8229,42.0523,-96.8158,42.0904,INTERNAL,0
331,-96.8229,42.0523,-96.8195,42.0601,-96.814,42.0904,INTERNAL,0
332,-96.8195,42.0601,-96.8117,42.0783,-96.8097,42.0904,INTERNAL,0
333,-96.8117,42.0783,-96.8106,42.0807,-96.809,42.0904,INTERNAL,0
334,-96.8106,42.0807,-96.8099,42.0823,-96.8086,42.0904,INTERNAL,0
335,-96.8099,42.0823,-96.808,42.0867,-96.8075,42.0904,INTERNAL,0
336,-96.8641,41.9574,-96.8628,41.9628,-96.861,42.0904,INTERNAL,0
337,-96.8628,41.9628,-96.8619,41.9662,-96.8603,42.0905,INTERNAL,0
338,-96.8619,41.9662,-96.8565,41.9883,-96.8552,42.0904,INTERNAL,0
339,-96.8565,41.9883,-96.8545,41.9967,-96.8533,42.0904,INTERNAL,0
340,-96.8545,41.9967,-96.8543,41.9976,-96.8531,42.0904,INTERNAL,0
341,-96.8543,41.9976,-96.8484,42.0216,-96.8476,42.0904,INTERNAL,0
342,-96.8484,42.0216,-96.8465,42.0293,-96.8458,42.0904,INTERNAL,0
343,-96.8443,42.0385,-96.8434,42.0421,-96.8429,42.0904,INTERNAL,0
344,-96.8434,42.0421,-96.8425,42.0459,-96.842,42.0904,INTERNAL,0
345,-96.8425,42.0459,-96.8397,42.0574,-96.8393,42.0904,INTERNAL,0
346,-96.8397,42.0574,-96.8369,42.0691,-96.8366,42.0904,INTERNAL,0
347,-96.8369,42.0691,-96.8365,42.0705,-96.8363,42.0904,INTERNAL,0
348,-96.8365,42.0705,-96.8363,42.0713,-96.8361,42.0904,INTERNAL,0
349,-96.8363,42.0713,-96.8349,42.0769,-96.8348,42.0904,INTERNAL,0
350,-96.5625,41.7643,-96.554,41.819,-96.5542,41.8192,INTERNAL,0
351,-96.5625,41.7643,-96.5548,41.8198,-96.5548,41.8199,INTERNAL,0
352,-96.5625,41.7643,-96.5548,41.8199,-96.5549,41.82,INTERNAL,0
353,-96.5625,41.7643,-96.5549,41.82,-96.555,41.8201,INTERNAL,0
354,-96.5542,41.7919,-96.5576,41.7574,-96.5561,41.7716,INTERNAL,0
355,-96.5576,41.7574,-96.5542,41.7919,-96.5544,41.7911,INTERNAL,0
356,-96.5546,41.7904,-96.5548,41.7898,-96.5561,41.7743,INTERNAL,0
357,-96.5546,41.7904,-96.5561,41.7743,-96.5576,41.7574,INTERNAL,0
358,-96.5576,41.7574,-96.5548,41.7898,-96.555,41.7891,INTERNAL,0
359,-96.5625,41.7643,-96.5535,41.7973,-96.5534,41.7982,INTERNAL,0
360,-96.5532,41.8005,-96.5595,41.7764,-96.5625,41.7643,INTERNAL,0
361,-96.5574,41.8834,-96.5553,41.8469,-96.5551,41.8468,INTERNAL,0
362,-96.5574,41.8834,-96.5551,41.8468,-96.555,41.8467,INTERNAL,0
363,-96.5574,41.8834,-96.555,41.8467,-96.5547,41.8464,INTERNAL,0
364,-96.5547,41.8464,-96.5553,41.856,-96.5574,41.8834,INTERNAL,0
365,-96.5559,41.9284,-96.5564,41.9297,-96.5534,41.9134,INTERNAL,0
366,-96.7631,42.0494,-96.554,41.9,-96.5541,41.9006,INTERNAL,0
367,-96.7631,42.0494,-96.5541,41.9006,-96.5543,41.9015,INTERNAL,0
368,-96.7631,42.0494,-96.5543,41.9015,-96.5544,41.9021,INTERNAL,0
369,-96.7631,42.0494,-96.5551,41.9072,-96.5551,41.9072,INTERNAL,0
370,-96.7631,42.0494,-96.5551,41.9072,-96.5552,41.9074,INTERNAL,0
371,-96.7631,42.0494,-96.5552,41.9074,-96.5552,41.9075,INTERNAL,0
372,-96.5599,41.9388,-96.5535,41.8996,-96.5533,41.8995,INTERNAL,0
373,-96.5577,41.9794,-96.5571,41.9771,-96.5551,41.9773,INTERNAL,0
374,-96.5526,41.9777,-96.5571,41.9771,-96.557,41.9765,INTERNAL,0
375,-96.5521,41.958,-96.5609,41.9805,-96.561,41.9805,INTERNAL,0
376,-96.5529,41.9903,-96.5669,41.9939,-96.5666,41.9935,INTERNAL,0
377,-96.5628,41.9892,-96.5589,41.9849,-96.5551,41.9884,INTERNAL,0
378,-96.5526,41.9777,-96.5673,41.9943,-96.5675,41.9944,INTERNAL,0
379,-96.5526,41.9777,-96.5838,41.999,-96.5857,41.9995,INTERNAL,0
380,-96.7631,42.0494,-96.5552,41.9909,-96.5552,41.991,INTERNAL,0
381,-96.5611,42.0168,-96.5552,41.9909,-96.5551,41.9909,INTERNAL,0
382,-96.5611,42.0168,-96.5551,41.9909,-96.5549,41.9909,INTERNAL,0
383,-96.5611,42.0168,-96.5548,41.9908,-96.5543,41.9907,INTERNAL,0
384,-96.5543,42.0443,-96.5566,42.0492,-96.5579,42.0509,INTERNAL,0
385,-96.7631,42.0494,-96.5549,42.0158,-96.5549,42.0159,INTERNAL,0
386,-96.5549,42.0158,-96.5551,42.0253,-96.5579,42.0509,INTERNAL,0
387,-96.5579,42.0509,-96.5541,42.0157,-96.554,42.0157,INTERNAL,0
388,-96.5536,42.0156,-96.5579,42.0509,-96.5553,42.0288,INTERNAL,0
389,-96.5545,42.0509,-96.5561,42.0667,-96.5564,42.0667,INTERNAL,0
390,-96.5545,42.0509,-96.5564,42.0667,-96.5565,42.0667,INTERNAL,0
391,-96.5545,42.0509,-96.5565,42.0667,-96.5567,42.0667,INTERNAL,0
392,-96.5545,42.0509,-96.5716,42.0654,-96.5721,42.0654,INTERNAL,0
393,-96.5554,42.085,-96.5563,42.0667,-96.556,42.0667,INTERNAL,0
394,-96.5554,42.085,-96.556,42.0667,-96.5558,42.0667,INTERNAL,0
395,-96.568,42.0828,-96.5554,42.085,-96.5554,42.0864,INTERNAL,0
396,-96.568,42.0828,-96.5554,42.0864,-96.5554,42.0875,INTERNAL,0
397,-96.568,42.0828,-96.5554,42.0875,-96.5555,42.0882,INTERNAL,0
398,-96.6788,42.0682,-96.6701,42.0905,-96.6707,42.0902,INTERNAL,0
399,-96.6117,42.0945,-96.6095,42.0901,-96.6062,42.0844,INTERNAL,0
400,-96.6162,42.0908,-96.6062,42.0844,-96.6137,42.0901,INTERNAL,0
401,-96.6062,42.0844,-96.6162,42.0908,-96.6167,42.0903,INTERNAL,0
402,-96.6062,42.0844,-96.6054,42.0846,-96.6007,42.09,INTERNAL,0
403,-96.6054,42.0846,-96.6005,42.0857,-96.597,42.09,INTERNAL,0
404,-96.6005,42.0857,-96.599,42.0861,-96.5959,42.09,INTERNAL,0
405,-96.599,42.0861,-96.597,42.0865,-96.5944,42.09,INTERNAL,0
406,-96.5966,42.0866,-96.5957,42.0868,-96.5933,42.09,INTERNAL,0
407,-96.5957,42.0868,-96.5945,42.0871,-96.5924,42.09,INTERNAL,0
408,-96.5932,42.0874,-96.5916,42.0877,-96.59,42.09,INTERNAL,0
409,-96.5913,42.0878,-96.5895,42.0882,-96.5883,42.09,INTERNAL,0
410,-96.5895,42.0882,-96.5873,42.0887,-96.5865,42.09,INTERNAL,0
411,-96.7631,42.0722,-96.7572,42.0742,-96.7403,42.0902,INTERNAL,0
412,-96.7572,42.0742,-96.7538,42.0753,-96.7383,42.0902,INTERNAL,0
413,-96.7538,42.0753,-96.743,42.0789,-96.7316,42.0902,INTERNAL,0
414,-96.743,42.0789,-96.7396,42.08,-96.7295,42.0902,INTERNAL,0
415,-96.7396,42.08,-96.7385,42.0804,-96.7288,42.0902,INTERNAL,0
416,-96.7385,42.0804,-96.7365,42.081,-96.7275,42.0902,INTERNAL,0
417,-96.7291,42.0835,-96.7275,42.084,-96.7216,42.0902,INTERNAL,0
418,-96.7275,42.084,-96.7241,42.0851,-96.7194,42.0902,INTERNAL,0
419,-96.7241,42.0851,-96.7209,42.0862,-96.7172,42.0902,INTERNAL,0
420,-96.7209,42.0862,-96.72,42.0865,-96.7166,42.0902,INTERNAL,0
421,-96.72,42.0865,-96.7167,42.0876,-96.7143,42.0902,INTERNAL,0
422,-96.7167,42.0876,-96.7105,42.0896,-96.71,42.0902,INTERNAL,0
423,-96.7631,42.081,-96.7588,42.0848,-96.7588,42.0903,INTERNAL,0
424,-96.7588,42.0848,-96.7581,42.0855,-96.758,42.0903,INTERNAL,0
425,-96.7576,42.0859,-96.758,42.0903,-96.7581,42.0855,INTERNAL,0
426,-96.7539,42.0892,-96.7553,42.0903,-96.7553,42.0879,INTERNAL,0
427,-96.7631,42.081,-96.7631,42.0806,-96.7523,42.0902,INTERNAL,0
428,-96.7631,42.0803,-96.7631,42.0794,-96.751,42.0902,INTERNAL,0
429,-96.7631,42.0794,-96.7631,42.0785,-96.75,42.0902,INTERNAL,0
430,-96.7631,42.0785,-96.7631,42.0775,-96.749,42.0902,INTERNAL,0
431,-96.7631,42.0775,-96.7631,42.0753,-96.7468,42.0902,INTERNAL,0
432,-96.677,42.1007,-96.697,42.0902,-96.7631,42.0549,INTERNAL,0
433,-96.7631,42.0549,-96.7024,42.0923,-96.7041,42.0918,INTERNAL,0
434,-96.6502,42.1017,-96.6756,42.0901,-96.7631,42.0494,INTERNAL,0
435,-96.6727,42.0924,-96.7086,42.0752,-96.6772,42.09,INTERNAL,0
436,-96.7631,42.0494,-96.6747,42.0916,-96.6759,42.0911,INTERNAL,0
437,-96.7489,41.7464,-96.7634,41.7423,-96.7618,41.7425,INTERNAL,0
438,-96.7489,41.7464,-96.7618,41.7425,-96.7488,41.7442,INTERNAL,0
439,-96.7493,41.7535,-96.7634,41.7423,-96.7627,41.7425,INTERNAL,0
440,-96.7493,41.7535,-96.7627,41.7425,-96.7489,41.7464,INTERNAL,0
441,-96.7493,41.7535,-96.7631,42.0494,-96.7634,41.7425,INTERNAL,0
442,-96.7493,41.7535,-96.7634,41.7425,-96.7634,41.7423,INTERNAL,0
443,-96.7209,41.7432,-96.721,41.744,-96.7463,41.7425,INTERNAL,0
444,-96.7209,41.7432,-96.7463,41.7425,-96.7488,41.7423,INTERNAL,0
445,-96.721,41.744,-96.7631,42.0494,-96.7488,41.7425,INTERNAL,0
446,-96.721,41.744,-96.7488,41.7425,-96.7488,41.7423,INTERNAL,0
447,-96.6754,41.7438,-96.6983,41.7423,-96.6951,41.7423,INTERNAL,0
448,-96.6754,41.7438,-96.6951,41.7423,-96.6752,41.7429,INTERNAL,0
449,-96.6754,41.7438,-96.7631,42.0494,-96.6983,41.7423,INTERNAL,0
450,-96.6754,41.7438,-96.6983,41.7423,-96.6983,41.7423,INTERNAL,0
451,-96.7631,42.0494,-96.6752,41.7431,-96.6135,41.7422,INTERNAL,0
452,-96.7631,42.0494,-96.6135,41.7422,-96.6133,41.7422,INTERNAL,0
453,-96.7631,42.0494,-96.6012,41.7421,-96.5998,41.7421,SIDE,1
454,-96.7631,42.0494,-96.5998,41.7421,-96.5919,41.7422,INTERNAL,0
455,-96.5552,41.7527,-96.5552,41.754,-96.7631,42.0494,SIDE,1
456,-96.702,41.9397,-96.6987,41.9337,-96.5552,41.7526,INTERNAL,0
457,-96.702,41.9397,-96.5552,41.7526,-96.5467,41.7419,INTERNAL,0
458,-96.6987,41.9337,-96.6702,41.8826,-96.5552,41.7516,INTERNAL,0
459,-96.6702,41.8826,-96.6341,41.8178,-96.5552,41.7493,INTERNAL,0
460,-96.6341,41.8178,-96.6328,41.8156,-96.5552,41.7492,INTERNAL,0
461,-96.6341,41.8178,-96.5552,41.7492,-96.5467,41.7419,INTERNAL,0
462,-96.6328,41.8156,-96.6271,41.8053,-96.5552,41.7486,INTERNAL,0
463,-96.6271,41.8053,-96.6266,41.8044,-96.5552,41.7486,INTERNAL,0
464,-96.6271,41.8053,-96.5552,41.7486,-96.5467,41.7419,INTERNAL,0
465,-96.6266,41.8044,-96.6147,41.783,-96.5552,41.7471,INTERNAL,0
466,-96.6147,41.783,-96.6062,41.7679,-96.5552,41.7456,INTERNAL,0
467,-96.6062,41.7679,-96.6025,41.7612,-96.5552,41.7449,INTERNAL,0
468,-96.6025,41.7612,-96.6009,41.7583,-96.5552,41.7445,INTERNAL,0
469,-96.6009,41.7583,-96.5975,41.7522,-96.5552,41.7437,INTERNAL,0
470,-96.5975,41.7522,-96.5952,41.7481,-96.5552,41.743,INTERNAL,0
471,-96.5952,41.7481,-96.592,41.7424,-96.5552,41.742,INTERNAL,0
472,-97.0064,41.7747,-97.0093,41.7709,-97.0198,41.7472,INTERNAL,0
473,-97.0064,41.7747,-97.0198,41.7472,-97.0217,41.743,INTERNAL,0
474,-97.0093,41.7709,-97.0112,41.7686,-97.0198,41.7475,INTERNAL,0
475,-97.0093,41.7709,-97.0198,41.7475,-97.0217,41.743,INTERNAL,0
476,-97.0198,41.7486,-97.0198,41.7475,-97.0112,41.7686,SIDE,1
477,-97.0198,41.7506,-97.0198,41.7486,-97.0147,41.764,SIDE,1
478,-97.0198,41.7521,-97.0198,41.7506,-97.0172,41.7608,SIDE,1
479,-96.778,41.7516,-96.7631,42.087,-96.7907,41.7426,INTERNAL,0
480,-96.778,41.7516,-96.7907,41.7426,-96.7907,41.7424,INTERNAL,0
481,-96.9809,42.0906,-96.9533,42.09,-96.9533,42.0902,INTERNAL,0
482,-96.9809,42.0906,-96.9533,42.0902,-96.9533,42.0903,INTERNAL,0
483,-96.9598,41.8345,-96.9809,42.0906,-96.9815,42.0906,INTERNAL,0
484,-96.9598,41.8345,-96.9815,42.0906,-96.9833,42.0906,INTERNAL,0
485,-96.9598,41.8345,-96.9833,42.0906,-96.9848,42.0906,INTERNAL,0
486,-96.9598,41.8345,-96.9848,42.0906,-96.9881,42.0906,INTERNAL,0
487,-96.9598,41.8345,-96.9881,42.0906,-96.9929,42.0906,INTERNAL,0
488,-96.9598,41.8345,-96.9929,42.0906,-96.9934,42.0906,INTERNAL,0
489,-96.9598,41.8345,-96.9934,42.0906,-96.9963,42.0906,INTERNAL,0
490,-97.0185,42.0377,-97.0186,42.0487,-97.0196,42.0677,INTERNAL,0
491,-97.0185,42.0377,-97.0196,42.0677,-97.0199,42.0744,INTERNAL,0
492,-97.0199,42.0744,-97.0186,42.0487,-97.0187,42.0535,INTERNAL,0
493,-97.0199,42.0744,-97.0187,42.0535,-97.0188,42.0572,INTERNAL,0
494,-97.0199,42.0744,-97.0188,42.0572,-97.0189,42.0639,INTERNAL,0
495,-97.019,42.07,-97.0192,42.0786,-97.0196,42.076,INTERNAL,0
496,-97.019,42.07,-97.0196,42.076,-97.0199,42.0744,INTERNAL,0
497,-97.0196,42.0823,-97.0195,42.0765,-97.0192,42.0786,INTERNAL,0
498,-97.0187,42.0448,-97.0197,42.0418,-97.0185,42.0377,INTERNAL,0
499,-97.0188,42.0474,-97.0196,42.0453,-97.0187,42.0448,INTERNAL,0
500,-97.0209,42.046,-97.0188,42.0474,-97.0189,42.0484,INTERNAL,0
501,-97.0192,42.0575,-97.0196,42.0505,-97.019,42.0526,INTERNAL,0
502,-97.0195,42.0634,-97.0195,42.0553,-97.0192,42.0575,INTERNAL,0
503,-96.9598,41.8345,-97.004,41.9876,-97.0196,42.0225,INTERNAL,0
504,-97.004,41.9876,-97.011,42.012,-97.0196,42.0241,INTERNAL,0
505,-97.011,42.012,-97.0142,42.023,-97.0196,42.0258,INTERNAL,0
506,-97.0142,42.023,-97.015,42.0259,-97.0196,42.0265,INTERNAL,0
507,-97.0142,42.023,-97.0196,42.0265,-97.0215,42.0267,INTERNAL,0
508,-97.015,42.0259,-97.0157,42.0281,-97.0196,42.0272,INTERNAL,0
509,-97.015,42.0259,-97.0196,42.0272,-97.0215,42.0267,INTERNAL,0
510,-97.0157,42.0281,-97.0164,42.0305,-97.0196,42.0281,INTERNAL,0
511,-97.0157,42.0281,-97.0196,42.0281,-97.0215,42.0267,INTERNAL,0
512,-97.0164,42.0305,-97.0168,42.032,-97.0196,42.0289,INTERNAL,0
513,-97.0164,42.0305,-97.0196,42.0289,-97.0215,42.0267,INTERNAL,0
514,-97.0168,42.032,-97.0172,42.0335,-97.0199,42.0293,INTERNAL,0
515,-97.0168,42.032,-97.0199,42.0293,-97.0215,42.0267,INTERNAL,0
516,-97.0176,42.0346,-97.0186,42.0383,-97.0196,42.0343,INTERNAL,0
517,-97.0189,42.0394,-97.0196,42.0343,-97.0186,42.0383,INTERNAL,0
518,-96.9598,41.8345,-96.9937,41.9401,-97.0195,42.0049,INTERNAL,0
519,-96.9937,41.9401,-97.0115,41.9954,-97.0195,42.0075,INTERNAL,0
520,-97.0195,42.0098,-97.0195,42.0075,-97.0115,41.9954,INTERNAL,0
521,-97.0156,42.0085,-97.0179,42.0156,-97.0195,42.0139,INTERNAL,0
522,-97.0203,41.9516,-97.0175,41.9984,-97.0197,41.9633,INTERNAL,0
523,-97.0175,41.9984,-97.0198,41.9508,-97.0198,41.9507,INTERNAL,0
524,-97.0175,41.9984,-97.0198,41.9507,-96.9598,41.8345,INTERNAL,0
525,-97.0195,41.9966,-97.0197,41.9944,-97.0175,41.9984,INTERNAL,0
526,-97.0195,41.9942,-97.0196,41.9893,-97.0175,41.9984,INTERNAL,0
527,-97.0204,41.9299,-97.0198,41.9263,-96.9598,41.8345,INTERNAL,0
528,-97.0196,41.9024,-96.9598,41.8345,-97.0197,41.9033,INTERNAL,0
529,-97.0191,41.9355,-97.0188,41.9368,-97.0198,41.9412,INTERNAL,0
530,-97.0186,41.9374,-97.018,41.9399,-97.0198,41.9455,INTERNAL,0
531,-97.0199,41.9477,-97.0198,41.946,-97.0179,41.9403,INTERNAL,0
532,-97.0177,41.9414,-97.0173,41.9428,-97.0197,41.9487,INTERNAL,0
533,-97.0173,41.9428,-97.0171,41.9438,-97.0198,41.9496,INTERNAL,0
534,-97.0171,41.9438,-97.0169,41.9445,-97.0198,41.9503,INTERNAL,0
535,-97.0197,41.8663,-97.0184,41.8656,-97.0197,41.8735,SIDE,1
536,-97.0179,41.8654,-97.0176,41.8652,-97.0197,41.8769,INTERNAL,0
537,-97.0174,41.8651,-97.0128,41.8626,-97.0197,41.888,INTERNAL,0
538,-97.0128,41.8626,-97.0114,41.862,-97.0197,41.8897,INTERNAL,0
539,-97.0114,41.862,-97.01,41.8612,-97.0197,41.8912,INTERNAL,0
540,-97.01,41.8612,-97.0098,41.8611,-97.0197,41.8914,INTERNAL,0
541,-97.01,41.8612,-97.0197,41.8914,-97.0255,41.909,INTERNAL,0
542,-97.0098,41.8611,-97.0095,41.8609,-97.0197,41.8916,INTERNAL,0
543,-97.0098,41.8611,-97.0197,41.8916,-97.0255,41.909,INTERNAL,0
544,-97.0095,41.8609,-97.0046,41.8583,-97.0197,41.8951,INTERNAL,0
545,-97.0046,41.8583,-96.9975,41.8546,-97.0197,41.8978,INTERNAL,0
546,-96.9975,41.8546,-96.9598,41.8345,-97.0197,41.9025,INTERNAL,0
547,-97.0181,41.8499,-97.0157,41.8493,-97.0196,41.8566,INTERNAL,0
548,-97.0157,41.8493,-97.0146,41.849,-97.0196,41.8577,INTERNAL,0
549,-97.0146,41.849,-97.0129,41.8486,-97.0196,41.859,INTERNAL,0
550,-97.0129,41.8486,-96.9977,41.8445,-97.0197,41.8638,INTERNAL,0
551,-96.9977,41.8445,-96.9922,41.8431,-97.0197,41.8645,INTERNAL,0
552,-96.9922,41.8431,-96.9656,41.836,-97.0197,41.8661,INTERNAL,0
553,-96.9656,41.836,-96.9598,41.8345,-97.0197,41.8663,INTERNAL,0
554,-96.9656,41.836,-97.0197,41.8663,-97.0268,41.8701,INTERNAL,0
555,-97.0197,41.7742,-97.0167,41.7849,-97.0197,41.7761,SIDE,1
556,-97.0167,41.7849,-97.02,41.7573,-97.0198,41.7575,INTERNAL,0
557,-97.0167,41.7849,-97.0198,41.7575,-97.0136,41.7655,INTERNAL,0
558,-97.0195,41.801,-97.0167,41.7849,-97.0195,41.803,SIDE,1
559,-97.0196,41.8303,-97.0182,41.8304,-97.0196,41.8336,SIDE,1
560,-97.0196,41.8345,-97.0165,41.8305,-97.0196,41.8368,INTERNAL,0
561,-97.0165,41.8305,-97.0161,41.8305,-97.0196,41.8373,INTERNAL,0
562,-97.0161,41.8305,-97.0151,41.8306,-97.0196,41.8386,INTERNAL,0
563,-97.0151,41.8306,-97.0142,41.8307,-97.0196,41.8396,INTERNAL,0
564,-97.014,41.8307,-97.0129,41.8308,-97.0196,41.8408,INTERNAL,0
565,-97.0129,41.8308,-97.0106,41.8309,-97.0196,41.8424,INTERNAL,0
566,-97.0106,41.8309,-97.0099,41.831,-97.0196,41.8428,INTERNAL,0
567,-97.0099,41.831,-97.0089,41.831,-97.0196,41.8434,INTERNAL,0
568,-97.0089,41.831,-97.0065,41.8312,-97.0196,41.8445,INTERNAL,0
569,-97.0065,41.8312,-96.9598,41.8345,-97.0196,41.8503,INTERNAL,0
570,-97.0201,41.8303,-97.0196,41.8219,-97.0136,41.7655,INTERNAL,0
571,-97.0196,41.8172,-97.0136,41.7655,-97.0195,41.8188,SIDE,1
572,-97.0211,41.8302,-97.0196,41.8162,-97.0136,41.7655,INTERNAL,0
573,-97.0217,41.8302,-97.0195,41.8125,-97.0136,41.7655,INTERNAL,0
574,-96.8868,42.0905,-96.8922,42.0905,-96.8641,41.9574,SIDE,1
575,-96.8865,42.0905,-96.8868,42.0905,-96.8633,42.014,SIDE,1
576,-96.8838,42.0905,-96.8865,42.0905,-96.8633,42.0161,SIDE,1
577,-96.8827,42.0905,-96.8838,42.0905,-96.8631,42.0331,SIDE,1
578,-96.8823,42.0905,-96.8827,42.0905,-96.863,42.0386,SIDE,1
579,-96.8817,42.0905,-96.8823,42.0905,-96.863,42.0405,SIDE,1
580,-96.8794,42.0905,-96.8817,42.0905,-96.8629,42.0429,SIDE,1
581,-96.8628,42.0524,-96.8626,42.0659,-96.8752,42.0905,INTERNAL,0
582,-96.8626,42.0659,-96.8626,42.0664,-96.875,42.0905,INTERNAL,0
583,-96.8737,42.0905,-96.875,42.0905,-96.8626,42.0664,SIDE,1
584,-96.8725,42.0904,-96.8737,42.0905,-96.8626,42.0698,SIDE,1
585,-96.872,42.0905,-96.8725,42.0904,-96.8625,42.0727,SIDE,1
586,-96.8641,42.0905,-96.872,42.0905,-96.8625,42.0738,SIDE,1
587,-96.9033,42.0905,-96.9067,42.0905,-96.9596,41.8348,SIDE,1
588,-96.9012,42.0905,-96.9033,42.0905,-96.9265,41.8772,SIDE,1
589,-96.8995,42.0905,-96.9012,42.0905,-96.9106,41.8976,SIDE,1
590,-96.899,42.0905,-96.8995,42.0905,-96.8992,41.9123,SIDE,1
591,-96.8949,42.0905,-96.899,42.0905,-96.8963,41.9159,SIDE,1
592,-96.8928,42.0905,-96.8949,42.0905,-96.8752,41.9431,SIDE,1
593,-96.8664,41.9543,-96.8648,41.9564,-96.8924,42.0905,INTERNAL,0
594,-96.8648,41.9564,-96.8641,41.9574,-96.8922,42.0905,INTERNAL,0
595,-96.907,42.0905,-96.9598,41.8345,-96.9067,42.0905,SIDE,1
596,-96.9084,42.0905,-96.9598,41.8345,-96.907,42.0905,SIDE,1
597,-96.91,42.0905,-96.9598,41.8345,-96.9085,42.0905,SIDE,1
598,-96.9118,42.0905,-96.9598,41.8345,-96.91,42.0905,SIDE,1
599,-96.9123,42.0905,-96.9598,41.8345,-96.9118,42.0905,SIDE,1
600,-96.9143,42.0905,-96.9598,41.8345,-96.9123,42.0905,SIDE,1
601,-96.9319,42.0905,-96.9563,41.9741,-96.9298,42.0905,SIDE,1
602,-96.9342,42.0905,-96.9563,41.9741,-96.9319,42.0905,SIDE,1
603,-96.9375,42.0905,-96.9563,41.9741,-96.9342,42.0905,SIDE,1
604,-96.9378,42.0905,-96.9563,41.9741,-96.9375,42.0905,SIDE,1
605,-96.9379,42.0905,-96.9563,41.9741,-96.9378,42.0905,SIDE,1
606,-96.9379,42.0905,-96.9563,41.9741,-96.9379,42.0905,SIDE,1
607,-96.9391,42.0905,-96.9563,41.9741,-96.9379,42.0905,SIDE,1
608,-96.9402,42.0905,-96.9563,41.9741,-96.9391,42.0905,SIDE,1
609,-96.9415,42.0905,-96.9563,41.9741,-96.9402,42.0905,SIDE,1
610,-96.9452,42.0905,-96.9563,41.9741,-96.9415,42.0905,SIDE,1
611,-96.9464,42.0905,-96.9563,41.9741,-96.9452,42.0905,SIDE,1
612,-96.9479,42.0905,-96.9563,41.9741,-96.9464,42.0905,SIDE,1
613,-96.9493,42.0905,-96.9563,41.9741,-96.9479,42.0905,SIDE,1
614,-96.9506,42.0905,-96.9563,41.9741,-96.9493,42.0905,SIDE,1
615,-96.9519,42.0905,-96.9563,41.9741,-96.9506,42.0905,SIDE,1
616,-96.9533,42.0905,-96.9563,41.9741,-96.9519,42.0905,SIDE,1
617,-96.9163,42.0905,-96.9598,41.8345,-96.9143,42.0905,SIDE,1
618,-96.9166,42.0905,-96.9598,41.8345,-96.9163,42.0905,SIDE,1
619,-96.9185,42.0905,-96.9598,41.8345,-96.9166,42.0905,SIDE,1
620,-96.9207,42.0905,-96.9598,41.8345,-96.9185,42.0905,SIDE,1
621,-96.9207,42.0905,-96.9598,41.8345,-96.9207,42.0905,SIDE,1
622,-96.9209,42.0905,-96.9598,41.8345,-96.9207,42.0905,SIDE,1
623,-96.9209,42.0905,-96.9598,41.8345,-96.9209,42.0905,SIDE,1
624,-96.9226,42.0905,-96.9598,41.8345,-96.9218,42.0905,SIDE,1
625,-96.9227,42.0905,-96.9598,41.8345,-96.9226,42.0905,SIDE,1
626,-96.9229,42.0905,-96.9598,41.8345,-96.9227,42.0905,SIDE,1
627,-96.9234,42.0905,-96.9598,41.8345,-96.9229,42.0905,SIDE,1
628,-96.9235,42.0905,-96.9598,41.8345,-96.9234,42.0905,SIDE,1
629,-96.9251,42.0905,-96.9598,41.8345,-96.9235,42.0905,SIDE,1
630,-96.9275,42.0905,-96.9598,41.8345,-96.9251,42.0905,SIDE,1
631,-96.9298,42.0905,-96.9598,41.8345,-96.9275,42.0905,SIDE,1
632,-96.783,42.0903,-96.7844,42.0903,-96.7631,42.087,SIDE,1
633,-96.7819,42.0903,-96.783,42.0903,-96.7631,42.0874,SIDE,1
634,-96.78,42.0903,-96.7814,42.0903,-96.7631,42.0878,SIDE,1
635,-96.7631,42.0887,-96.7631,42.0889,-96.7758,42.0903,INTERNAL,0
