split_id,iteration,is_lookahead,p1x,p1y,p2x,p2y,p3x,p3y,split_sx,split_sy,split_tx,split_ty,c1_1x,c1_1y,c1_2x,c1_2y,c1_3x,c1_3y,c2_1x,c2_1y,c2_2x,c2_2y,c2_3x,c2_3y
315,346,1,990708181,998209978,991922944,1011866148,991397644,1007241272,990708181,998209978,991676469,1009696119,990708181,998209978,991922944,1011866148,991676469,1009696119,990708181,998209978,991676469,1009696119,991397644,1007241272
316,347,1,990708181,998209978,991397644,1007241272,991341699,1006748720,990708181,998209978,991387734,1007154021,990708181,998209978,991397644,1007241272,991387734,1007154021,990708181,998209978,991387734,1007154021,991341699,1006748720
317,348,1,990708181,998209978,991341699,1006748720,991271045,1006126668,990708181,998209978,991301692,1006396489,990708181,998209978,991341699,1006748720,991301692,1006396489,990708181,998209978,991301692,1006396489,991271045,1006126668
318,349,1,990708181,998209978,991271045,1006126668,990750260,1001541548,990708181,998209978,991204585,1005541533,990708181,998209978,991271045,1006126668,991204585,1005541533,990708181,998209978,991204585,1005541533,990750260,1001541548
319,350,1,992554512,1004391815,993054823,1004234264,993054835,1004262295,992554512,1004391815,993054830,1004251356,992554512,1004391815,993054823,1004234264,993054830,1004251356,992554512,1004391815,993054830,1004251356,993054835,1004262295
320,351,1,992554512,1004391815,993054835,1004262295,993054845,1004286646,992554512,1004391815,993054838,1004270538,992554512,1004391815,993054835,1004262295,993054838,1004270538,992554512,1004391815,993054838,1004270538,993054845,1004286646
321,352,1,992554512,1004391815,993054845,1004286646,993054852,1004303167,992554512,1004391815,993054850,1004298887,992554512,1004391815,993054845,1004286646,993054850,1004298887,992554512,1004391815,993054850,1004298887,993054852,1004303167
322,353,1,992554512,1004391815,993054852,1004303167,993055862,1006705252,992554512,1004391815,993054854,1004309305,992554512,1004391815,993054852,1004303167,993054854,1004309305,992554512,1004391815,993054854,1004309305,993055862,1006705252
323,354,1,992635125,1004366430,991850171,1001141688,993008410,1004115113,992635125,1004366430,992928979,1003911198,992635125,1004366430,991850171,1001141688,992928979,1003911198,992635125,1004366430,992928979,1003911198,993008410,1004115113
324,355,1,992635125,1004366430,993008410,1004115113,993054823,1004234264,992635125,1004366430,993038918,1004193434,992635125,1004366430,993008410,1004115113,993038918,1004193434,992635125,1004366430,993038918,1004193434,993054823,1004234264
325,356,1,991850171,1001141688,992635125,1004366430,992587046,1004381570,991850171,1001141688,992613124,1004373358,991850171,1001141688,992635125,1004366430,992613124,1004373358,991850171,1001141688,992613124,1004373358,992587046,1004381570
326,357,1,991850171,1001141688,992587046,1004381570,992554512,1004391815,991850171,1001141688,992580203,1004383725,991850171,1001141688,992587046,1004381570,992580203,1004383725,991850171,1001141688,992580203,1004383725,992554512,1004391815
327,358,1,993057688,1011047914,991850171,1001141688,992128627,1002426603,993057688,1011047914,992054690,1002085424,993057688,1011047914,991850171,1001141688,992054690,1002085424,993057688,1011047914,992054690,1002085424,992128627,1002426603
328,359,1,993057688,1011047914,992128627,1002426603,992279502,1003122803,993057688,1011047914,992135380,1002457765,993057688,1011047914,992128627,1002426603,992135380,1002457765,993057688,1011047914,992135380,1002457765,992279502,1003122803
329,360,1,993057688,1011047914,992279502,1003122803,992475660,1004027956,993057688,1011047914,992341242,1003407696,993057688,1011047914,992279502,1003122803,992341242,1003407696,993057688,1011047914,992341242,1003407696,992475660,1004027956
330,361,1,993057688,1011047914,992475660,1004027956,993055862,1006705252,993057688,1011047914,992496336,1004123366,993057688,1011047914,992475660,1004027956,992496336,1004123366,993057688,1011047914,992496336,1004123366,993055862,1006705252
331,362,1,993133011,1190190821,991850171,1001141688,991964604,1002080479,993133011,1190190821,991875981,1001353426,993133011,1190190821,991850171,1001141688,991875981,1001353426,993133011,1190190821,991875981,1001353426,991964604,1002080479
332,363,1,993133011,1190190821,991964604,1002080479,992086069,1003076952,993133011,1190190821,992036971,1002674157,993133011,1190190821,991964604,1002080479,992036971,1002674157,993133011,1190190821,992036971,1002674157,992086069,1003076952
333,364,1,993133011,1190190821,992086069,1003076952,992175019,1003806679,993133011,1190190821,992107712,1003254506,993133011,1190190821,992086069,1003076952,992107712,1003254506,993133011,1190190821,992107712,1003254506,992175019,1003806679
334,365,1,993133011,1190190821,992175019,1003806679,993057688,1011047914,993133011,1190190821,992181661,1003861168,993133011,1190190821,992175019,1003806679,992181661,1003861168,993133011,1190190821,992181661,1003861168,993057688,1011047914
335,366,1,993054446,1003338250,995448700,996535797,995560436,997816234,995448700,996535797,995540423,997860333,995448700,996535797,995560436,997816234,995540423,997860333,995448700,996535797,995540423,997860333,993054446,1003338250
336,367,1,993054446,1003338250,995560436,997816234,995608201,998363604,995560436,997816234,995468165,998636389,995560436,997816234,995608201,998363604,995468165,998636389,995560436,997816234,995468165,998636389,993054446,1003338250
337,368,1,995448700,996535797,995507120,996369816,995549710,997209896,995507120,996369816,995541877,997157619,995507120,996369816,995549710,997209896,995541877,997157619,995507120,996369816,995541877,997157619,995448700,996535797
338,369,1,995448700,996535797,995549710,997209896,995608201,998363604,995448700,996535797,995559244,997397948,995448700,996535797,995549710,997209896,995559244,997397948,995448700,996535797,995559244,997397948,995608201,998363604
339,370,1,995638753,995995827,995622690,997240667,995530678,996547328,995622690,997240667,995531984,996540661,995622690,997240667,995530678,996547328,995531984,996540661,995622690,997240667,995531984,996540661,995638753,995995827
340,371,1,995638753,995995827,995530678,996547328,995507120,996369816,995530678,996547328,995581311,996159028,995530678,996547328,995507120,996369816,995581311,996159028,995530678,996547328,995581311,996159028,995638753,995995827
341,372,1,995622690,997240667,995608201,998363604,995517210,996568841,995608201,998363604,995523913,996611534,995608201,998363604,995517210,996568841,995523913,996611534,995608201,998363604,995523913,996611534,995622690,997240667
342,373,1,995622690,997240667,995517210,996568841,995507120,996369816,995622690,997240667,995516519,996555209,995622690,997240667,995517210,996568841,995516519,996555209,995622690,997240667,995516519,996555209,995507120,996369816
343,374,1,995608201,998363604,995596969,999234045,995508501,999376853,995596969,999234045,995519364,999266449,995596969,999234045,995508501,999376853,995519364,999266449,995596969,999234045,995519364,999266449,995608201,998363604
344,375,1,995608201,998363604,995508501,999376853,993054446,1003338250,995508501,999376853,995541046,998494420,995508501,999376853,993054446,1003338250,995541046,998494420,995508501,999376853,995541046,998494420,995608201,998363604
345,376,1,995596969,999234045,995590779,999713835,995385363,1000007374,995590779,999713835,995489888,999625380,995590779,999713835,995385363,1000007374,995489888,999625380,995590779,999713835,995489888,999625380,995596969,999234045
346,377,1,995596969,999234045,995385363,1000007374,993054446,1003338250,995596969,999234045,995223497,1000238680,995596969,999234045,995385363,1000007374,995223497,1000238680,995596969,999234045,995223497,1000238680,993054446,1003338250
347,378,1,995479123,1000698052,995590779,999713835,995585144,1000150520,995590779,999713835,995520915,1000482222,995590779,999713835,995585144,1000150520,995520915,1000482222,995590779,999713835,995520915,1000482222,995479123,1000698052
348,379,1,995479123,1000698052,995585144,1000150520,995579489,1000588765,995479123,1000698052,995582848,1000328485,995479123,1000698052,995585144,1000150520,995582848,1000328485,995479123,1000698052,995582848,1000328485,995579489,1000588765
349,380,1,995479123,1000698052,993054446,1003338250,995549085,999773415,993054446,1003338250,995536154,999944312,993054446,1003338250,995549085,999773415,995536154,999944312,993054446,1003338250,995536154,999944312,995479123,1000698052
350,381,1,995479123,1000698052,995549085,999773415,995590779,999713835,995479123,1000698052,995551920,999769364,995479123,1000698052,995549085,999773415,995551920,999769364,995479123,1000698052,995551920,999769364,995590779,999713835
351,382,1,995579489,1000588765,995572166,1001156295,995509451,1001210647,995572166,1001156295,995524071,1001080834,995572166,1001156295,995509451,1001210647,995524071,1001080834,995572166,1001156295,995524071,1001080834,995579489,1000588765
352,383,1,995579489,1000588765,995509451,1001210647,993054446,1003338250,995509451,1001210647,995562691,1000607056,995509451,1001210647,993054446,1003338250,995562691,1000607056,995509451,1001210647,995562691,1000607056,995579489,1000588765
353,384,1,995572166,1001156295,995566097,1001626691,995505060,1001668284,995566097,1001626691,995523962,1001524068,995566097,1001626691,995505060,1001668284,995523962,1001524068,995566097,1001626691,995523962,1001524068,995572166,1001156295
354,385,1,995572166,1001156295,995505060,1001668284,993054446,1003338250,995572166,1001156295,995453520,1001703406,995572166,1001156295,995505060,1001668284,995453520,1001703406,995572166,1001156295,995453520,1001703406,993054446,1003338250
355,386,1,995566097,1001626691,995562213,1001927637,995391012,1002023937,995562213,1001927637,995444557,1001902449,995562213,1001927637,995391012,1002023937,995444557,1001902449,995562213,1001927637,995444557,1001902449,995566097,1001626691
356,387,1,995566097,1001626691,995391012,1002023937,993054446,1003338250,995566097,1001626691,995194050,1002134728,995566097,1001626691,995391012,1002023937,995194050,1002134728,995566097,1001626691,995194050,1002134728,993054446,1003338250
357,388,1,995562213,1001927637,995554423,1002531420,995465406,1002560149,995562213,1001927637,995510659,1002545544,995562213,1001927637,995554423,1002531420,995510659,1002545544,995562213,1001927637,995510659,1002545544,995465406,1002560149
358,389,1,995562213,1001927637,995465406,1002560149,993054446,1003338250,995465406,1002560149,995538567,1001940938,995465406,1002560149,993054446,1003338250,995538567,1001940938,995465406,1002560149,995538567,1001940938,995562213,1001927637
359,390,1,995554423,1002531420,995543545,1003374399,995502867,1003373809,995502867,1003373809,995545578,1003216843,995502867,1003373809,995554423,1002531420,995545578,1003216843,995502867,1003373809,995545578,1003216843,995543545,1003374399
360,391,1,995554423,1002531420,995502867,1003373809,993054446,1003338250,995502867,1003373809,995548579,1002533306,995502867,1003373809,993054446,1003338250,995548579,1002533306,995502867,1003373809,995548579,1002533306,995554423,1002531420
361,392,1,995543545,1003374399,995538658,1003753214,995524160,1003750793,995538658,1003753214,995530473,1003628211,995538658,1003753214,995524160,1003750793,995530473,1003628211,995538658,1003753214,995530473,1003628211,995543545,1003374399
362,393,1,995543545,1003374399,995524160,1003750793,993054446,1003338250,995543545,1003374399,995512342,1003748819,995543545,1003374399,995524160,1003750793,995512342,1003748819,995543545,1003374399,995512342,1003748819,993054446,1003338250
363,394,1,995533071,1004186190,993054446,1003338250,995532800,1003752236,995533071,1004186190,995528542,1003751525,995533071,1004186190,993054446,1003338250,995528542,1003751525,995533071,1004186190,995528542,1003751525,995532800,1003752236
364,395,1,995533071,1004186190,995532800,1003752236,995538658,1003753214,995532800,1003752236,995534830,1004049877,995532800,1003752236,995538658,1003753214,995534830,1004049877,995532800,1003752236,995534830,1004049877,995533071,1004186190
365,396,1,995529752,1004443387,993054446,1003338250,995381983,1004134503,995529752,1004443387,994737002,1003913855,995529752,1004443387,993054446,1003338250,994737002,1003913855,995529752,1004443387,994737002,1003913855,995381983,1004134503
366,397,1,995529752,1004443387,995381983,1004134503,995533071,1004186190,995381983,1004134503,995531531,1004305493,995381983,1004134503,995533071,1004186190,995531531,1004305493,995381983,1004134503,995531531,1004305493,995529752,1004443387
367,398,1,994060379,1003787364,995515979,1005510827,994674532,1004768156,994060379,1003787364,994905044,1004971609,994060379,1003787364,995515979,1005510827,994905044,1004971609,994060379,1003787364,994905044,1004971609,994674532,1004768156
368,399,1,994060379,1003787364,994674532,1004768156,994422234,1004545476,994060379,1003787364,994495467,1004610111,994060379,1003787364,994674532,1004768156,994495467,1004610111,994060379,1003787364,994495467,1004610111,994422234,1004545476
369,400,1,994060379,1003787364,994422234,1004545476,994251745,1004395000,994060379,1003787364,994353430,1004484748,994060379,1003787364,994422234,1004545476,994353430,1004484748,994060379,1003787364,994353430,1004484748,994251745,1004395000
370,401,1,994060379,1003787364,994251745,1004395000,993054446,1003338250,994060379,1003787364,994170011,1004322860,994060379,1003787364,994251745,1004395000,994170011,1004322860,994060379,1003787364,994170011,1004322860,993054446,1003338250
371,402,1,994641805,1004046950,995515979,1005510827,994941628,1004830782,994641805,1004046950,995072977,1004986302,994641805,1004046950,995515979,1005510827,995072977,1004986302,994641805,1004046950,995072977,1004986302,994941628,1004830782
372,403,1,994641805,1004046950,994941628,1004830782,994778300,1004637399,994641805,1004046950,994862013,1004736517,994641805,1004046950,994941628,1004830782,994862013,1004736517,994641805,1004046950,994862013,1004736517,994778300,1004637399
373,404,1,994641805,1004046950,994778300,1004637399,994591866,1004416657,994641805,1004046950,994669974,1004509138,994641805,1004046950,994778300,1004637399,994669974,1004509138,994641805,1004046950,994669974,1004509138,994591866,1004416657
374,405,1,994641805,1004046950,994591866,1004416657,994060379,1003787364,994641805,1004046950,994548353,1004365136,994641805,1004046950,994591866,1004416657,994548353,1004365136,994641805,1004046950,994548353,1004365136,994060379,1003787364
375,406,1,994926299,1004173967,995515979,1005510827,994976329,1004607139,994926299,1004173967,995279974,1005115617,994926299,1004173967,995515979,1005510827,995279974,1005115617,994926299,1004173967,995279974,1005115617,994976329,1004607139
376,407,1,994926299,1004173967,994976329,1004607139,994868168,1004426013,994926299,1004173967,994937983,1004542925,994926299,1004173967,994976329,1004607139,994937983,1004542925,994926299,1004173967,994937983,1004542925,994868168,1004426013
377,408,1,994926299,1004173967,994868168,1004426013,994835476,1004371269,994926299,1004173967,994857528,1004408197,994926299,1004173967,994868168,1004426013,994857528,1004408197,994926299,1004173967,994857528,1004408197,994835476,1004371269
378,409,1,994926299,1004173967,994835476,1004371269,994641805,1004046950,994926299,1004173967,994816701,1004339828,994926299,1004173967,994835476,1004371269,994816701,1004339828,994926299,1004173967,994816701,1004339828,994641805,1004046950
379,410,1,995515979,1005510827,994926299,1004173967,995036810,1004223306,995515979,1005510827,994994906,1004204597,995515979,1005510827,994926299,1004173967,994994906,1004204597,995515979,1005510827,994994906,1004204597,995036810,1004223306
380,411,1,995515979,1005510827,995036810,1004223306,995082478,1004243695,995515979,1005510827,995052384,1004230259,995515979,1005510827,995036810,1004223306,995052384,1004230259,995515979,1005510827,995052384,1004230259,995082478,1004243695
381,412,1,995515979,1005510827,995082478,1004243695,995152100,1004274779,995515979,1005510827,995104384,1004253475,995515979,1005510827,995082478,1004243695,995104384,1004253475,995515979,1005510827,995104384,1004253475,995152100,1004274779
382,413,1,995515979,1005510827,995152100,1004274779,995529752,1004443387,995515979,1005510827,995179023,1004286799,995515979,1005510827,995152100,1004274779,995179023,1004286799,995515979,1005510827,995179023,1004286799,995529752,1004443387
383,414,1,995478812,1008391261,993054675,1003882785,993294398,1004041352,995478812,1008391261,993165370,1003956005,995478812,1008391261,993054675,1003882785,993165370,1003956005,995478812,1008391261,993165370,1003956005,993294398,1004041352
384,415,1,995478812,1008391261,993294398,1004041352,993460040,1004150916,995478812,1008391261,993347862,1004076716,995478812,1008391261,993294398,1004041352,993347862,1004076716,995478812,1008391261,993347862,1004076716,993460040,1004150916
385,416,1,995478812,1008391261,993460040,1004150916,993569438,1004223278,995478812,1008391261,993520082,1004190631,995478812,1008391261,993460040,1004150916,993520082,1004190631,995478812,1008391261,993520082,1004190631,993569438,1004223278
386,417,1,995478812,1008391261,993569438,1004223278,995515979,1005510827,995478812,1008391261,993681918,1004297678,995478812,1008391261,993569438,1004223278,993681918,1004297678,995478812,1008391261,993681918,1004297678,995515979,1005510827
387,418,1,993133011,1190190821,993054763,1004091180,993148223,1004256972,993133011,1190190821,993115136,1004198278,993133011,1190190821,993054763,1004091180,993115136,1004198278,993133011,1190190821,993115136,1004198278,993148223,1004256972
388,419,1,993133011,1190190821,993148223,1004256972,995478812,1008391261,993133011,1190190821,993173752,1004302258,993133011,1190190821,993148223,1004256972,993173752,1004302258,993133011,1190190821,993173752,1004302258,995478812,1008391261
389,420,1,995478812,1008391261,993054763,1004091180,993054747,1004054509,995478812,1008391261,993054758,1004080453,995478812,1008391261,993054763,1004091180,993054758,1004080453,995478812,1008391261,993054758,1004080453,993054747,1004054509
390,421,1,995478812,1008391261,993054747,1004054509,993054675,1003882785,995478812,1008391261,993054728,1004008637,995478812,1008391261,993054747,1004054509,993054728,1004008637,995478812,1008391261,993054728,1004008637,993054675,1003882785
391,422,1,993054501,1003468594,995515979,1005510827,994851409,1005071244,993054501,1003468594,995171547,1005283000,993054501,1003468594,995515979,1005510827,995171547,1005283000,993054501,1003468594,995171547,1005283000,994851409,1005071244
392,423,1,993054501,1003468594,994851409,1005071244,994082693,1004562773,993054501,1003468594,994380281,1004759614,993054501,1003468594,994851409,1005071244,994380281,1004759614,993054501,1003468594,994380281,1004759614,994082693,1004562773
393,424,1,993054501,1003468594,994082693,1004562773,994018185,1004520104,993054501,1003468594,994039130,1004533958,993054501,1003468594,994082693,1004562773,994039130,1004533958,993054501,1003468594,994039130,1004533958,994018185,1004520104
394,425,1,993054501,1003468594,994018185,1004520104,993054675,1003882785,993054501,1003468594,993820365,1004389255,993054501,1003468594,994018185,1004520104,993820365,1004389255,993054501,1003468594,993820365,1004389255,993054675,1003882785
395,426,1,993054446,1003338250,995515979,1005510827,994709754,1004841921,993054446,1003338250,995354675,1005376996,993054446,1003338250,995515979,1005510827,995354675,1005376996,993054446,1003338250,995354675,1005376996,994709754,1004841921
396,427,1,993054446,1003338250,994709754,1004841921,994465206,1004639025,993054446,1003338250,994544237,1004704595,993054446,1003338250,994709754,1004841921,994544237,1004704595,993054446,1003338250,994544237,1004704595,994465206,1004639025
397,428,1,993054446,1003338250,994465206,1004639025,994184515,1004406141,993054446,1003338250,994377930,1004566614,993054446,1003338250,994465206,1004639025,994377930,1004566614,993054446,1003338250,994377930,1004566614,994184515,1004406141
398,429,1,993054446,1003338250,994184515,1004406141,993054501,1003468594,993054446,1003338250,994133005,1004363405,993054446,1003338250,994184515,1004406141,994133005,1004363405,993054446,1003338250,994133005,1004363405,993054501,1003468594
399,434,1,993051365,996009619,993225834,996018865,993225377,996038413,993225377,996038413,993124148,996013477,993225377,996038413,993051365,996009619,993124148,996013477,993225377,996038413,993124148,996013477,993225834,996018865
400,435,1,993051365,996009619,993225377,996038413,993054446,1003338250,993051365,996009619,993223732,996108665,993051365,996009619,993225377,996038413,993223732,996108665,993051365,996009619,993223732,996108665,993054446,1003338250
401,436,1,993226033,996010363,993560291,996011786,993559973,996016393,993559973,996016393,993423444,996011203,993559973,996016393,993226033,996010363,993423444,996011203,993559973,996016393,993423444,996011203,993560291,996011786
402,439,1,993226033,996010363,993559634,996021301,993054446,1003338250,993226033,996010363,993558897,996031978,993226033,996010363,993559634,996021301,993558897,996031978,993226033,996010363,993558897,996031978,993054446,1003338250
403,440,1,993054446,1003338250,993560127,996014165,993697483,996011610,993054446,1003338250,993683098,996011878,993054446,1003338250,993560127,996014165,993683098,996011878,993054446,1003338250,993683098,996011878,993697483,996011610
404,441,1,993054446,1003338250,993697483,996011610,993700911,996011547,993054446,1003338250,993699359,996011576,993054446,1003338250,993697483,996011610,993699359,996011576,993054446,1003338250,993699359,996011576,993700911,996011547
405,442,1,993054446,1003338250,993700911,996011547,993711745,996011345,993054446,1003338250,993705022,996011470,993054446,1003338250,993700911,996011547,993705022,996011470,993054446,1003338250,993705022,996011470,993711745,996011345
406,443,1,993054446,1003338250,993711745,996011345,993828294,996009177,993054446,1003338250,993751827,996010600,993054446,1003338250,993711745,996011345,993751827,996010600,993054446,1003338250,993751827,996010600,993828294,996009177
407,446,1,993828294,996009177,994106157,996010356,994105212,996016937,994105212,996016937,993971630,996009785,994105212,996016937,993828294,996009177,993971630,996009785,994105212,996016937,993971630,996009785,994106157,996010356
408,447,1,993828294,996009177,994105212,996016937,993054446,1003338250,993828294,996009177,994104153,996024318,993828294,996009177,994105212,996016937,994104153,996024318,993828294,996009177,994104153,996024318,993054446,1003338250
409,450,1,994103514,996028766,994876431,996003655,994875909,996005756,994103514,996028766,994876226,996004479,994103514,996028766,994876431,996003655,994876226,996004479,994103514,996028766,994876226,996004479,994875909,996005756
410,451,1,994103514,996028766,994875909,996005756,993054446,1003338250,993054446,1003338250,994844528,996006691,993054446,1003338250,994103514,996028766,994844528,996006691,993054446,1003338250,994844528,996006691,994875909,996005756
411,452,1,994876431,996003655,994103514,996028766,994104302,996023279,994876431,996003655,994104006,996025341,994876431,996003655,994103514,996028766,994104006,996025341,994876431,996003655,994104006,996025341,994104302,996023279
412,453,1,994876431,996003655,994104302,996023279,994104658,996020795,994876431,996003655,994104521,996021755,994876431,996003655,994104302,996023279,994104521,996021755,994876431,996003655,994104521,996021755,994104658,996020795
413,455,1,995096956,996007610,994948556,996002053,995099438,995998702,995096956,996007610,995025694,996000339,995096956,996007610,994948556,996002053,995025694,996000339,995096956,996007610,995025694,996000339,995099438,995998702
414,456,1,993054446,1003338250,994876431,996003655,994939062,996004778,993054446,1003338250,994903212,996004135,993054446,1003338250,994876431,996003655,994903212,996004135,993054446,1003338250,994903212,996004135,994939062,996004778
415,457,1,993054446,1003338250,994939062,996004778,995096956,996007610,993054446,1003338250,994957548,996005110,993054446,1003338250,994939062,996004778,994957548,996005110,993054446,1003338250,994957548,996005110,995096956,996007610
416,458,1,994104658,996020795,994107070,996003992,994221891,996003380,994104658,996020795,994159974,996003710,994104658,996020795,994107070,996003992,994159974,996003710,994104658,996020795,994159974,996003710,994221891,996003380
417,459,1,994104658,996020795,994221891,996003380,994389005,996002489,994104658,996020795,994271690,996003114,994104658,996020795,994221891,996003380,994271690,996003114,994104658,996020795,994271690,996003114,994389005,996002489
418,460,1,994104658,996020795,994389005,996002489,994478345,996002013,994104658,996020795,994431146,996002264,994104658,996020795,994389005,996002489,994431146,996002264,994104658,996020795,994431146,996002264,994478345,996002013
419,461,1,994104658,996020795,994478345,996002013,994580609,996001467,994580609,996001467,994301264,996010913,994580609,996001467,994104658,996020795,994301264,996010913,994580609,996001467,994301264,996010913,994478345,996002013
420,462,1,995099438,995998702,994104658,996020795,994203878,996016766,994104658,996020795,994706852,996006621,994104658,996020795,994203878,996016766,994706852,996006621,994104658,996020795,994706852,996006621,995099438,995998702
421,463,1,995099438,995998702,994203878,996016766,994278842,996013722,995099438,995998702,994238724,996015351,995099438,995998702,994203878,996016766,994238724,996015351,995099438,995998702,994238724,996015351,994278842,996013722
422,465,1,995099438,995998702,994332807,996011530,994580609,996001467,994332807,996011530,994709656,996000779,994332807,996011530,994580609,996001467,994709656,996000779,994332807,996011530,994709656,996000779,995099438,995998702
423,470,1,995636826,996001302,993054446,1003338250,994163301,999358530,995636826,996001302,993783800,1000720574,995636826,996001302,993054446,1003338250,993783800,1000720574,995636826,996001302,993783800,1000720574,994163301,999358530
424,471,1,995636826,996001302,994163301,999358530,994683398,997491882,995636826,996001302,994608872,997759360,995636826,996001302,994163301,999358530,994608872,997759360,995636826,996001302,994608872,997759360,994683398,997491882
425,472,1,995636826,996001302,994683398,997491882,994989966,996391598,995636826,996001302,994926203,996620447,995636826,996001302,994683398,997491882,994926203,996620447,995636826,996001302,994926203,996620447,994989966,996391598
426,473,1,995636826,996001302,994989966,996391598,995096000,996011039,995636826,996001302,995057585,996148913,995636826,996001302,994989966,996391598,995057585,996148913,995636826,996001302,995057585,996148913,995096000,996011039
427,474,1,995189229,996005809,995099438,995998702,995410927,995997041,995189229,996005809,995300649,995997629,995189229,996005809,995099438,995998702,995300649,995997629,995189229,996005809,995300649,995997629,995410927,995997041
428,476,1,989969571,996026048,993054823,1004234264,990565664,997844111,989969571,996026048,991325169,999793906,989969571,996026048,993054823,1004234264,991325169,999793906,989969571,996026048,991325169,999793906,990565664,997844111
429,477,1,989969571,996026048,990565664,997844111,990458075,997567909,989969571,996026048,990510780,997703212,989969571,996026048,990565664,997844111,990510780,997703212,989969571,996026048,990510780,997703212,990458075,997567909
430,478,1,989969571,996026048,990458075,997567909,990251999,997038871,989969571,996026048,990312416,997193974,989969571,996026048,990458075,997567909,990312416,997193974,989969571,996026048,990312416,997193974,990251999,997038871
431,479,1,989969571,996026048,990251999,997038871,990095244,996636450,989969571,996026048,990152477,996783379,989969571,996026048,990251999,997038871,990152477,996783379,989969571,996026048,990152477,996783379,990095244,996636450
432,480,1,989969571,996026048,990095244,996636450,990022993,996450969,989969571,996026048,990053114,996528294,989969571,996026048,990095244,996636450,990053114,996528294,989969571,996026048,990053114,996528294,990022993,996450969
433,481,1,989969571,996026048,990022993,996450969,990004655,996403891,989969571,996026048,990010437,996418734,989969571,996026048,990022993,996450969,990010437,996418734,989969571,996026048,990010437,996418734,990004655,996403891
434,482,1,989969571,996026048,990004655,996403891,989998990,996389349,989969571,996026048,990001385,996395496,989969571,996026048,990004655,996403891,990001385,996395496,989969571,996026048,990001385,996395496,989998990,996389349
435,483,1,989969571,996026048,989998990,996389349,989857706,996026644,989998990,996389349,989965154,996026071,989998990,996389349,989857706,996026644,989965154,996026071,989998990,996389349,989965154,996026071,989969571,996026048
436,484,1,990316683,996730919,989969571,996026048,990000809,996025881,990316683,996730919,989990855,996025934,990316683,996730919,989969571,996026048,989990855,996025934,990316683,996730919,989990855,996025934,990000809,996025881
437,485,1,990316683,996730919,990000809,996025881,990025740,996025748,990316683,996730919,990024132,996025757,990316683,996730919,990000809,996025881,990024132,996025757,990316683,996730919,990024132,996025757,990025740,996025748
438,486,1,990316683,996730919,990025740,996025748,990058463,996025574,990316683,996730919,990030869,996025721,990316683,996730919,990025740,996025748,990030869,996025721,990316683,996730919,990030869,996025721,990058463,996025574
439,488,1,989969571,996026048,990316683,996730919,990697188,997773620,989969571,996026048,990645304,997631440,989969571,996026048,990316683,996730919,990645304,997631440,989969571,996026048,990645304,997631440,990697188,997773620
440,489,1,989969571,996026048,990697188,997773620,991006118,998620183,989969571,996026048,990766356,997963161,989969571,996026048,990697188,997773620,990766356,997963161,989969571,996026048,990766356,997963161,991006118,998620183
441,490,1,989969571,996026048,991006118,998620183,991832480,1000884670,989969571,996026048,991325645,999495786,989969571,996026048,991006118,998620183,991325645,999495786,989969571,996026048,991325645,999495786,991832480,1000884670
442,491,1,989969571,996026048,991832480,1000884670,993054823,1004234264,989969571,996026048,991879047,1001012277,989969571,996026048,991832480,1000884670,991879047,1001012277,989969571,996026048,991879047,1001012277,993054823,1004234264
443,492,1,993054823,1004234264,990059285,996025570,990060901,996025561,993054823,1004234264,990059500,996025568,993054823,1004234264,990059285,996025570,990059500,996025568,993054823,1004234264,990059500,996025568,990060901,996025561
444,493,1,993054823,1004234264,990060901,996025561,990066852,996025529,993054823,1004234264,990064983,996025539,993054823,1004234264,990060901,996025561,990064983,996025539,993054823,1004234264,990064983,996025539,990066852,996025529
445,494,1,993054823,1004234264,990066852,996025529,990072624,996025498,993054823,1004234264,990071338,996025505,993054823,1004234264,990066852,996025529,990071338,996025505,993054823,1004234264,990071338,996025505,990072624,996025498
446,495,1,993054823,1004234264,990072624,996025498,990156572,996025051,993054823,1004234264,990156214,996025053,993054823,1004234264,990072624,996025498,990156214,996025053,993054823,1004234264,990156214,996025053,990156572,996025051
447,496,1,993054823,1004234264,990156572,996025051,990162781,996025018,993054823,1004234264,990157203,996025048,993054823,1004234264,990156572,996025051,990157203,996025048,993054823,1004234264,990157203,996025048,990162781,996025018
448,497,1,993054823,1004234264,990162781,996025018,990165657,996025003,993054823,1004234264,990164123,996025011,993054823,1004234264,990162781,996025018,990164123,996025011,993054823,1004234264,990164123,996025011,990165657,996025003
449,498,1,993054823,1004234264,990165657,996025003,990180872,996024921,993054823,1004234264,990177723,996024938,993054823,1004234264,990165657,996025003,990177723,996024938,993054823,1004234264,990177723,996024938,990180872,996024921
450,499,1,993054823,1004234264,990180872,996024921,990195396,996024844,993054823,1004234264,990185827,996024895,993054823,1004234264,990180872,996024921,990185827,996024895,993054823,1004234264,990185827,996024895,990195396,996024844
451,500,1,993054823,1004234264,990195396,996024844,990201119,996024813,993054823,1004234264,990196257,996024839,993054823,1004234264,990195396,996024844,990196257,996024839,993054823,1004234264,990196257,996024839,990201119,996024813
452,501,1,993054823,1004234264,990201119,996024813,990204821,996024794,993054823,1004234264,990202039,996024809,993054823,1004234264,990201119,996024813,990202039,996024809,993054823,1004234264,990202039,996024809,990204821,996024794
