split_id,iteration,is_lookahead,p1x,p1y,p2x,p2y,p3x,p3y,split_sx,split_sy,split_tx,split_ty,c1_1x,c1_1y,c1_2x,c1_2y,c1_3x,c1_3y,c2_1x,c2_1y,c2_2x,c2_2y,c2_3x,c2_3y
1001,1197,1,993133011,1190190821,991967339,1002102916,992036971,1002674157,991967339,1002102916,992046571,1004316636,991967339,1002102916,992036971,1002674157,992046571,1004316636,991967339,1002102916,992046571,1004316636,993133011,1190190821
1002,1198,1,993133011,1190190821,992036971,1002674157,992059325,1002857545,992036971,1002674157,992067688,1004316731,992036971,1002674157,992059325,1002857545,992067688,1004316731,992036971,1002674157,992067688,1004316731,993133011,1190190821
1003,1199,1,993133011,1190190821,992059325,1002857545,992086069,1003076952,993133011,1190190821,992077947,1003010316,993133011,1190190821,992059325,1002857545,992077947,1003010316,993133011,1190190821,992077947,1003010316,992086069,1003076952
1004,1200,1,993133011,1190190821,992086069,1003076952,992096500,1003162521,992086069,1003076952,992102895,1004316445,992086069,1003076952,992096500,1003162521,992102895,1004316445,992086069,1003076952,992102895,1004316445,993133011,1190190821
1005,1201,1,993133011,1190190821,992096500,1003162521,992107712,1003254506,992096500,1003162521,992113537,1004316445,992096500,1003162521,992107712,1003254506,992113537,1004316445,992096500,1003162521,992113537,1004316445,993133011,1190190821
1006,1202,1,993133011,1190190821,992107712,1003254506,992141259,1003529717,992107712,1003254506,992145439,1004316421,992107712,1003254506,992141259,1003529717,992145439,1004316421,992107712,1003254506,992145439,1004316421,993133011,1190190821
1007,1203,1,993133011,1190190821,992141259,1003529717,992175019,1003806679,992141259,1003529717,992177639,1004316397,992141259,1003529717,992175019,1003806679,992177639,1004316397,992141259,1003529717,992177639,1004316397,993133011,1190190821
1008,1204,1,993133011,1190190821,992175019,1003806679,992179364,1003842326,992175019,1003806679,992181791,1004316493,992175019,1003806679,992179364,1003842326,992181791,1004316493,992175019,1003806679,992181791,1004316493,993133011,1190190821
1009,1205,1,993133011,1190190821,992179364,1003842326,992181661,1003861168,992179364,1003842326,992183986,1004316541,992179364,1003842326,992181661,1003861168,992183986,1004316541,992179364,1003842326,992183986,1004316541,993133011,1190190821
1010,1206,1,993133011,1190190821,992181661,1003861168,992197939,1003994712,992181661,1003861168,992199555,1004316493,992181661,1003861168,992197939,1003994712,992199555,1004316493,992181661,1003861168,992199555,1004316493,993133011,1190190821
1011,1207,1,993133011,1190190821,992197939,1003994712,993057688,1011047914,993133011,1190190821,992237148,1004316373,993133011,1190190821,992197939,1003994712,992237148,1004316373,993133011,1190190821,992237148,1004316373,993057688,1011047914
1012,1208,1,995448700,996535797,995560436,997816234,995549150,997841102,995448700,996535797,995556790,997824267,995448700,996535797,995560436,997816234,995556790,997824267,995448700,996535797,995556790,997824267,995549150,997841102
1013,1209,1,995448700,996535797,995549150,997841102,995540423,997860333,995448700,996535797,995546944,997845964,995448700,996535797,995549150,997841102,995546944,997845964,995448700,996535797,995546944,997845964,995540423,997860333
1014,1210,1,995448700,996535797,995540423,997860333,995539030,997863402,995448700,996535797,995539993,997861279,995448700,996535797,995540423,997860333,995539993,997861279,995448700,996535797,995539993,997861279,995539030,997863402
1015,1211,1,995448700,996535797,995539030,997863402,993054446,1003338250,995448700,996535797,995537765,997866190,995448700,996535797,995539030,997863402,995537765,997866190,995448700,996535797,995537765,997866190,993054446,1003338250
1016,1212,1,995560436,997816234,995608201,998363604,995533553,998509015,995560436,997816234,995534486,998507198,995560436,997816234,995608201,998363604,995534486,998507198,995560436,997816234,995534486,998507198,995533553,998509015
1017,1213,1,995560436,997816234,995533553,998509015,995468165,998636389,995560436,997816234,995530763,998514451,995560436,997816234,995533553,998509015,995530763,998514451,995560436,997816234,995530763,998514451,995468165,998636389
1018,1215,1,995560436,997816234,995465895,998640812,993054446,1003338250,995560436,997816234,995396395,998776196,995560436,997816234,995465895,998640812,995396395,998776196,995560436,997816234,995396395,998776196,993054446,1003338250
1019,1216,1,995507120,996369816,995549710,997209896,995547116,997192584,995547116,997192584,995524370,996710072,995547116,997192584,995507120,996369816,995524370,996710072,995547116,997192584,995524370,996710072,995549710,997209896
1020,1217,1,995507120,996369816,995547116,997192584,995541877,997157619,995507120,996369816,995544262,997173535,995507120,996369816,995547116,997192584,995544262,997173535,995507120,996369816,995544262,997173535,995541877,997157619
1021,1218,1,995507120,996369816,995541877,997157619,995539628,997142613,995541877,997157619,995524139,996774402,995541877,997157619,995539628,997142613,995524139,996774402,995541877,997157619,995524139,996774402,995507120,996369816
1022,1219,1,995507120,996369816,995539628,997142613,995448700,996535797,995507120,996369816,995537152,997126089,995507120,996369816,995539628,997142613,995537152,997126089,995507120,996369816,995537152,997126089,995448700,996535797
1023,1220,1,995448700,996535797,995549710,997209896,995555471,997323525,995448700,996535797,995552724,997269328,995448700,996535797,995549710,997209896,995552724,997269328,995448700,996535797,995552724,997269328,995555471,997323525
1024,1221,1,995448700,996535797,995555471,997323525,995559244,997397948,995448700,996535797,995556456,997342954,995448700,996535797,995555471,997323525,995556456,997342954,995448700,996535797,995556456,997342954,995559244,997397948
1025,1222,1,995448700,996535797,995559244,997397948,995561243,997437380,995559244,997397948,995484533,996822858,995559244,997397948,995561243,997437380,995484533,996822858,995559244,997397948,995484533,996822858,995448700,996535797
1026,1223,1,995448700,996535797,995561243,997437380,995608201,998363604,995448700,996535797,995567243,997555725,995448700,996535797,995561243,997437380,995567243,997555725,995448700,996535797,995567243,997555725,995608201,998363604
1027,1227,1,995622690,997240667,995532908,996535949,995638753,995995827,995532908,996535949,995623991,997139863,995532908,996535949,995638753,995995827,995623991,997139863,995532908,996535949,995623991,997139863,995622690,997240667
1028,1228,1,995530678,996547328,995507120,996369816,995570791,996188917,995530678,996547328,995537379,996283847,995530678,996547328,995507120,996369816,995537379,996283847,995530678,996547328,995537379,996283847,995570791,996188917
1029,1229,1,995530678,996547328,995570791,996188917,995581311,996159028,995530678,996547328,995578929,996165796,995530678,996547328,995570791,996188917,995578929,996165796,995530678,996547328,995578929,996165796,995581311,996159028
1030,1231,1,995530678,996547328,995589687,996135232,995638753,995995827,995638753,995995827,995535296,996515074,995638753,995995827,995530678,996547328,995535296,996515074,995638753,995995827,995535296,996515074,995589687,996135232
1031,1232,1,995608201,998363604,995517210,996568841,995519729,996584882,995608201,998363604,995518615,996577789,995608201,998363604,995517210,996568841,995518615,996577789,995608201,998363604,995518615,996577789,995519729,996584882
1032,1233,1,995608201,998363604,995519729,996584882,995523913,996611534,995608201,998363604,995520463,996589558,995608201,998363604,995519729,996584882,995520463,996589558,995608201,998363604,995520463,996589558,995523913,996611534
1033,1234,1,995608201,998363604,995523913,996611534,995535220,996683552,995535220,996683552,995557999,997320061,995535220,996683552,995608201,998363604,995557999,997320061,995535220,996683552,995557999,997320061,995523913,996611534
1034,1235,1,995608201,998363604,995535220,996683552,995622690,997240667,995535220,996683552,995615246,997817605,995535220,996683552,995622690,997240667,995615246,997817605,995535220,996683552,995615246,997817605,995608201,998363604
1035,1237,1,995622690,997240667,995515850,996542009,995507120,996369816,995622690,997240667,995513306,996491822,995622690,997240667,995515850,996542009,995513306,996491822,995622690,997240667,995513306,996491822,995507120,996369816
1036,1238,1,995596969,999234045,995508501,999376853,995515927,999301383,995596969,999234045,995511894,999342365,995596969,999234045,995508501,999376853,995511894,999342365,995596969,999234045,995511894,999342365,995515927,999301383
1037,1239,1,995596969,999234045,995515927,999301383,995519364,999266449,995596969,999234045,995516749,999293028,995596969,999234045,995515927,999301383,995516749,999293028,995596969,999234045,995516749,999293028,995519364,999266449
1038,1240,1,995596969,999234045,995519364,999266449,995523973,999219607,995596969,999234045,995521066,999249154,995596969,999234045,995519364,999266449,995521066,999249154,995596969,999234045,995521066,999249154,995523973,999219607
1039,1241,1,995596969,999234045,995523973,999219607,995608201,998363604,995596969,999234045,995526096,999198032,995596969,999234045,995523973,999219607,995526096,999198032,995596969,999234045,995526096,999198032,995608201,998363604
1040,1242,1,995508501,999376853,993054446,1003338250,995536616,998503050,995508501,999376853,995534549,998507076,995508501,999376853,993054446,1003338250,995534549,998507076,995508501,999376853,995534549,998507076,995536616,998503050
1041,1243,1,995508501,999376853,995536616,998503050,995541046,998494420,995508501,999376853,995537897,998500554,995508501,999376853,995536616,998503050,995537897,998500554,995508501,999376853,995537897,998500554,995541046,998494420
1042,1244,1,995508501,999376853,995541046,998494420,995543823,998489011,995541046,998494420,995534538,998722393,995541046,998494420,995543823,998489011,995534538,998722393,995541046,998494420,995534538,998722393,995508501,999376853
1043,1245,1,995508501,999376853,995543823,998489011,995608201,998363604,995508501,999376853,995546912,998482993,995508501,999376853,995543823,998489011,995546912,998482993,995508501,999376853,995546912,998482993,995608201,998363604
1044,1246,1,995590779,999713835,995385363,1000007374,995448739,999775760,995590779,999713835,995433661,999830864,995590779,999713835,995385363,1000007374,995433661,999830864,995590779,999713835,995433661,999830864,995448739,999775760
1045,1247,1,995590779,999713835,995448739,999775760,995489888,999625380,995590779,999713835,995461046,999730785,995590779,999713835,995448739,999775760,995461046,999730785,995590779,999713835,995461046,999730785,995489888,999625380
1046,1248,1,995590779,999713835,995489888,999625380,995532755,999468722,995590779,999713835,995530465,999477089,995590779,999713835,995489888,999625380,995530465,999477089,995590779,999713835,995530465,999477089,995532755,999468722
1047,1249,1,995590779,999713835,995532755,999468722,995596969,999234045,995590779,999713835,995534550,999462159,995590779,999713835,995532755,999468722,995534550,999462159,995590779,999713835,995534550,999462159,995596969,999234045
1048,1250,1,995596969,999234045,995385363,1000007374,995325645,1000092710,995596969,999234045,995370329,1000028857,995596969,999234045,995385363,1000007374,995370329,1000028857,995596969,999234045,995370329,1000028857,995325645,1000092710
1049,1251,1,995596969,999234045,995325645,1000092710,995223497,1000238680,995596969,999234045,995256829,1000191049,995596969,999234045,995325645,1000092710,995256829,1000191049,995596969,999234045,995256829,1000191049,995223497,1000238680
1050,1252,1,995596969,999234045,995223497,1000238680,995189615,1000287096,995596969,999234045,995212464,1000254446,995596969,999234045,995223497,1000238680,995212464,1000254446,995596969,999234045,995212464,1000254446,995189615,1000287096
1051,1253,1,995596969,999234045,995189615,1000287096,993054446,1003338250,995596969,999234045,995017093,1000533631,995596969,999234045,995189615,1000287096,995017093,1000533631,995596969,999234045,995017093,1000533631,993054446,1003338250
1052,1254,1,995590779,999713835,995585144,1000150520,995527086,1000450354,995590779,999713835,995532516,1000422313,995590779,999713835,995585144,1000150520,995532516,1000422313,995590779,999713835,995532516,1000422313,995527086,1000450354
1053,1255,1,995590779,999713835,995527086,1000450354,995520915,1000482222,995527086,1000450354,995556308,1000092955,995527086,1000450354,995520915,1000482222,995556308,1000092955,995527086,1000450354,995556308,1000092955,995590779,999713835
1054,1256,1,995590779,999713835,995520915,1000482222,995506172,1000558362,995590779,999713835,995513606,1000519968,995590779,999713835,995520915,1000482222,995513606,1000519968,995590779,999713835,995513606,1000519968,995506172,1000558362
1055,1257,1,995590779,999713835,995506172,1000558362,995479123,1000698052,995590779,999713835,995497921,1000600974,995590779,999713835,995506172,1000558362,995497921,1000600974,995590779,999713835,995497921,1000600974,995479123,1000698052
1056,1258,1,995479123,1000698052,995585144,1000150520,995584467,1000202998,995584467,1000202998,995533852,1000415410,995584467,1000202998,995479123,1000698052,995533852,1000415410,995584467,1000202998,995533852,1000415410,995585144,1000150520
1057,1259,1,995479123,1000698052,995584467,1000202998,995582848,1000328485,995479123,1000698052,995583409,1000284970,995479123,1000698052,995584467,1000202998,995583409,1000284970,995479123,1000698052,995583409,1000284970,995582848,1000328485
1058,1260,1,995479123,1000698052,995582848,1000328485,995581560,1000428244,995479123,1000698052,995582114,1000385358,995479123,1000698052,995582848,1000328485,995582114,1000385358,995479123,1000698052,995582114,1000385358,995581560,1000428244
1059,1261,1,995479123,1000698052,995581560,1000428244,995579489,1000588765,995479123,1000698052,995579813,1000563684,995479123,1000698052,995581560,1000428244,995579813,1000563684,995479123,1000698052,995579813,1000563684,995579489,1000588765
1060,1262,1,993054446,1003338250,995549085,999773415,995546457,999808150,993054446,1003338250,995548004,999787698,993054446,1003338250,995549085,999773415,995548004,999787698,993054446,1003338250,995548004,999787698,995546457,999808150
1061,1263,1,993054446,1003338250,995546457,999808150,995536154,999944312,993054446,1003338250,995545354,999822726,993054446,1003338250,995546457,999808150,995545354,999822726,993054446,1003338250,995545354,999822726,995536154,999944312
1062,1264,1,993054446,1003338250,995536154,999944312,995535767,999949423,993054446,1003338250,995536108,999944924,993054446,1003338250,995536154,999944312,995536108,999944924,993054446,1003338250,995536108,999944924,995535767,999949423
1063,1265,1,993054446,1003338250,995535767,999949423,995479123,1000698052,993054446,1003338250,995535651,999950966,993054446,1003338250,995535767,999949423,995535651,999950966,993054446,1003338250,995535651,999950966,995479123,1000698052
1064,1268,1,995479123,1000698052,995551920,999769364,995557814,999760940,995479123,1000698052,995555712,999763945,995479123,1000698052,995551920,999769364,995555712,999763945,995479123,1000698052,995555712,999763945,995557814,999760940
1065,1269,1,995479123,1000698052,995557814,999760940,995590779,999713835,995479123,1000698052,995571405,999741520,995479123,1000698052,995557814,999760940,995571405,999741520,995479123,1000698052,995571405,999741520,995590779,999713835
1066,1271,1,995572166,1001156295,995511645,1001191159,995524071,1001080834,995572166,1001156295,995521402,1001104527,995572166,1001156295,995511645,1001191159,995521402,1001104527,995572166,1001156295,995521402,1001104527,995524071,1001080834
1067,1272,1,995572166,1001156295,995524071,1001080834,995529715,1001030714,995524071,1001080834,995556351,1001109510,995524071,1001080834,995529715,1001030714,995556351,1001109510,995524071,1001080834,995556351,1001109510,995572166,1001156295
1068,1273,1,995572166,1001156295,995529715,1001030714,995579489,1000588765,995572166,1001156295,995532715,1001004083,995572166,1001156295,995529715,1001030714,995532715,1001004083,995572166,1001156295,995532715,1001004083,995579489,1000588765
1069,1274,1,995509451,1001210647,993054446,1003338250,995552001,1000618697,995509451,1001210647,995537422,1000634571,995509451,1001210647,993054446,1003338250,995537422,1000634571,995509451,1001210647,995537422,1000634571,995552001,1000618697
1070,1275,1,995509451,1001210647,995552001,1000618697,995562691,1000607056,995509451,1001210647,995558719,1000611381,995509451,1001210647,995552001,1000618697,995558719,1000611381,995509451,1001210647,995558719,1000611381,995562691,1000607056
1071,1277,1,995509451,1001210647,995564378,1000605220,995579489,1000588765,995509451,1001210647,995569615,1000599517,995509451,1001210647,995564378,1000605220,995569615,1000599517,995509451,1001210647,995569615,1000599517,995579489,1000588765
1072,1278,1,995566097,1001626691,995505060,1001668284,995512456,1001611853,995505060,1001668284,995536718,1001618564,995505060,1001668284,995512456,1001611853,995536718,1001618564,995505060,1001668284,995536718,1001618564,995566097,1001626691
1073,1279,1,995566097,1001626691,995512456,1001611853,995523962,1001524068,995566097,1001626691,995514093,1001599369,995566097,1001626691,995512456,1001611853,995514093,1001599369,995566097,1001626691,995514093,1001599369,995523962,1001524068
1074,1281,1,995566097,1001626691,995526434,1001505207,995572166,1001156295,995566097,1001626691,995528290,1001491048,995566097,1001626691,995526434,1001505207,995528290,1001491048,995566097,1001626691,995528290,1001491048,995572166,1001156295
1075,1282,1,995572166,1001156295,995505060,1001668284,995467724,1001693727,995572166,1001156295,995475820,1001688210,995572166,1001156295,995505060,1001668284,995475820,1001688210,995572166,1001156295,995475820,1001688210,995467724,1001693727
1076,1283,1,995572166,1001156295,995467724,1001693727,995453520,1001703406,995572166,1001156295,995466218,1001694753,995572166,1001156295,995467724,1001693727,995466218,1001694753,995572166,1001156295,995466218,1001694753,995453520,1001703406
1077,1284,1,995572166,1001156295,995453520,1001703406,994608244,1002279418,995572166,1001156295,995431179,1001718630,995572166,1001156295,995453520,1001703406,995431179,1001718630,995572166,1001156295,995431179,1001718630,994608244,1002279418
1078,1285,1,995572166,1001156295,994608244,1002279418,993054446,1003338250,995572166,1001156295,994567463,1002307208,995572166,1001156295,994608244,1002279418,994567463,1002307208,995572166,1001156295,994567463,1002307208,993054446,1003338250
1079,1287,1,995562213,1001927637,995395303,1002014201,995444557,1001902449,995562213,1001927637,995399487,1002004709,995562213,1001927637,995395303,1002014201,995399487,1002004709,995562213,1001927637,995399487,1002004709,995444557,1001902449
1080,1288,1,995562213,1001927637,995444557,1001902449,995490573,1001798046,995444557,1001902449,995536636,1001881370,995444557,1001902449,995490573,1001798046,995536636,1001881370,995444557,1001902449,995536636,1001881370,995562213,1001927637
1081,1289,1,995562213,1001927637,995490573,1001798046,995566097,1001626691,995562213,1001927637,995503557,1001768587,995562213,1001927637,995490573,1001798046,995503557,1001768587,995562213,1001927637,995503557,1001768587,995566097,1001626691
1082,1290,1,995566097,1001626691,995391012,1002023937,995311442,1002068695,995566097,1001626691,995388655,1002025263,995566097,1001626691,995391012,1002023937,995388655,1002025263,995566097,1001626691,995388655,1002025263,995311442,1002068695
1083,1291,1,995566097,1001626691,995311442,1002068695,995194050,1002134728,995566097,1001626691,995238427,1002109766,995566097,1001626691,995311442,1002068695,995238427,1002109766,995566097,1001626691,995238427,1002109766,995194050,1002134728
1084,1292,1,995566097,1001626691,995194050,1002134728,994978532,1002255957,995566097,1001626691,995171766,1002147263,995566097,1001626691,995194050,1002134728,995171766,1002147263,995566097,1001626691,995171766,1002147263,994978532,1002255957
1085,1293,1,995566097,1001626691,994978532,1002255957,993054446,1003338250,995566097,1001626691,994905293,1002297153,995566097,1001626691,994978532,1002255957,994905293,1002297153,995566097,1001626691,994905293,1002297153,993054446,1003338250
1086,1294,1,995562213,1001927637,995554423,1002531420,995539011,1002536394,995539011,1002536394,995556084,1002402666,995539011,1002536394,995562213,1001927637,995556084,1002402666,995539011,1002536394,995556084,1002402666,995554423,1002531420
1087,1295,1,995562213,1001927637,995539011,1002536394,995510659,1002545544,995539011,1002536394,995548199,1002095608,995539011,1002536394,995510659,1002545544,995548199,1002095608,995539011,1002536394,995548199,1002095608,995562213,1001927637
1088,1296,1,995562213,1001927637,995510659,1002545544,995499148,1002549259,995562213,1001927637,995505138,1002547326,995562213,1001927637,995510659,1002545544,995505138,1002547326,995562213,1001927637,995505138,1002547326,995499148,1002549259
1089,1297,1,995562213,1001927637,995499148,1002549259,995465406,1002560149,995562213,1001927637,995487866,1002552900,995562213,1001927637,995499148,1002549259,995487866,1002552900,995562213,1001927637,995487866,1002552900,995465406,1002560149
1090,1298,1,995465406,1002560149,993054446,1003338250,995535320,1001942764,993054446,1003338250,995535274,1001943172,993054446,1003338250,995535320,1001942764,995535274,1001943172,993054446,1003338250,995535274,1001943172,995465406,1002560149
1091,1299,1,995465406,1002560149,995535320,1001942764,995538567,1001940938,995465406,1002560149,995536629,1001942028,995465406,1002560149,995535320,1001942764,995536629,1001942028,995465406,1002560149,995536629,1001942028,995538567,1001940938
1092,1301,1,995465406,1002560149,995539564,1001940377,995562213,1001927637,995465406,1002560149,995545922,1001936800,995465406,1002560149,995539564,1001940377,995545922,1001936800,995465406,1002560149,995545922,1001936800,995562213,1001927637
1093,1302,1,995502867,1003373809,995554423,1002531420,995546130,1003174125,995502867,1003373809,995549152,1002939919,995502867,1003373809,995554423,1002531420,995549152,1002939919,995502867,1003373809,995549152,1002939919,995546130,1003174125
1094,1304,1,995502867,1003373809,995545578,1003216843,995544952,1003265386,995545578,1003216843,995518641,1003333171,995545578,1003216843,995544952,1003265386,995518641,1003333171,995545578,1003216843,995518641,1003333171,995502867,1003373809
1095,1305,1,995502867,1003373809,995544952,1003265386,995543545,1003374399,995544952,1003265386,995533001,1003374246,995544952,1003265386,995543545,1003374399,995533001,1003374246,995544952,1003265386,995533001,1003374246,995502867,1003373809
1096,1306,1,995502867,1003373809,993054446,1003338250,995539378,1002536275,993054446,1003338250,995539312,1002537800,993054446,1003338250,995539378,1002536275,995539312,1002537800,993054446,1003338250,995539312,1002537800,995502867,1003373809
1097,1307,1,995502867,1003373809,995539378,1002536275,995548579,1002533306,995539378,1002536275,995536076,1002763188,995539378,1002536275,995548579,1002533306,995536076,1002763188,995539378,1002536275,995536076,1002763188,995502867,1003373809
1098,1308,1,995502867,1003373809,995548579,1002533306,995552532,1002532030,995502867,1003373809,995549460,1002533022,995502867,1003373809,995548579,1002533306,995549460,1002533022,995502867,1003373809,995549460,1002533022,995552532,1002532030
1099,1309,1,995502867,1003373809,995552532,1002532030,995554423,1002531420,995554423,1002531420,995534064,1002845046,995554423,1002531420,995502867,1003373809,995534064,1002845046,995554423,1002531420,995534064,1002845046,995552532,1002532030
1100,1312,1,995530473,1003628211,995543545,1003374399,995541183,1003557526,995530473,1003628211,995542247,1003474999,995530473,1003628211,995543545,1003374399,995542247,1003474999,995530473,1003628211,995542247,1003474999,995541183,1003557526
1101,1313,1,995530473,1003628211,995541183,1003557526,995538658,1003753214,995541183,1003557526,995533333,1003671890,995541183,1003557526,995538658,1003753214,995533333,1003671890,995541183,1003557526,995533333,1003671890,995530473,1003628211
1102,1314,1,995543545,1003374399,995524160,1003750793,995519584,1003750028,995543545,1003374399,995521228,1003750303,995543545,1003374399,995524160,1003750793,995521228,1003750303,995543545,1003374399,995521228,1003750303,995519584,1003750028
1103,1315,1,995543545,1003374399,995519584,1003750028,995512342,1003748819,995543545,1003374399,995517343,1003749654,995543545,1003374399,995519584,1003750028,995517343,1003749654,995543545,1003374399,995517343,1003749654,995512342,1003748819
1104,1316,1,995543545,1003374399,995512342,1003748819,995333695,1003718977,995543545,1003374399,995340092,1003720046,995543545,1003374399,995512342,1003748819,995340092,1003720046,995543545,1003374399,995340092,1003720046,995333695,1003718977
1105,1317,1,995543545,1003374399,995333695,1003718977,993054446,1003338250,995543545,1003374399,995031426,1003668486,995543545,1003374399,995333695,1003718977,995031426,1003668486,995543545,1003374399,995031426,1003668486,993054446,1003338250
1106,1318,1,995533071,1004186190,993054446,1003338250,995521893,1003750414,995533071,1004186190,995504536,1003747515,995533071,1004186190,993054446,1003338250,995504536,1003747515,995533071,1004186190,995504536,1003747515,995521893,1003750414
1107,1319,1,995533071,1004186190,995521893,1003750414,995528542,1003751525,995533071,1004186190,995525401,1003751000,995533071,1004186190,995521893,1003750414,995525401,1003751000,995533071,1004186190,995525401,1003751000,995528542,1003751525
1108,1324,1,995529752,1004443387,993054446,1003338250,993887424,1003623213,995529752,1004443387,993654393,1003543493,995529752,1004443387,993054446,1003338250,993654393,1003543493,995529752,1004443387,993654393,1003543493,993887424,1003623213
1109,1325,1,995529752,1004443387,993887424,1003623213,994737002,1003913855,995529752,1004443387,994491320,1003829806,995529752,1004443387,993887424,1003623213,994491320,1003829806,995529752,1004443387,994491320,1003829806,994737002,1003913855
1110,1326,1,995529752,1004443387,994737002,1003913855,994934856,1003981540,995529752,1004443387,994841902,1003949741,995529752,1004443387,994737002,1003913855,994841902,1003949741,995529752,1004443387,994841902,1003949741,994934856,1003981540
1111,1327,1,995529752,1004443387,994934856,1003981540,995381983,1004134503,995529752,1004443387,995339275,1004119893,995529752,1004443387,994934856,1003981540,995339275,1004119893,995529752,1004443387,995339275,1004119893,995381983,1004134503
1112,1328,1,995381983,1004134503,995533071,1004186190,995532298,1004246042,995381983,1004134503,995532634,1004220013,995381983,1004134503,995533071,1004186190,995532634,1004220013,995381983,1004134503,995532634,1004220013,995532298,1004246042
1113,1329,1,995381983,1004134503,995532298,1004246042,995531531,1004305493,995381983,1004134503,995532083,1004262776,995381983,1004134503,995532298,1004246042,995532083,1004262776,995381983,1004134503,995532083,1004262776,995531531,1004305493
1114,1330,1,995531531,1004305493,995529752,1004443387,995464097,1004306147,995529752,1004443387,995470449,1004306085,995529752,1004443387,995464097,1004306147,995470449,1004306085,995529752,1004443387,995470449,1004306085,995531531,1004305493
1115,1332,1,994060379,1003787364,995515979,1005510827,994960813,1005020832,995515979,1005510827,994441123,1004308929,995515979,1005510827,994960813,1005020832,994441123,1004308929,995515979,1005510827,994441123,1004308929,994060379,1003787364
1116,1333,1,994060379,1003787364,994960813,1005020832,994905044,1004971609,994960813,1005020832,994432437,1004309000,994960813,1005020832,994905044,1004971609,994432437,1004309000,994960813,1005020832,994432437,1004309000,994060379,1003787364
1117,1334,1,994060379,1003787364,994905044,1004971609,994866059,1004937200,994905044,1004971609,994425935,1004309072,994905044,1004971609,994866059,1004937200,994425935,1004309072,994905044,1004971609,994425935,1004309072,994060379,1003787364
1118,1335,1,994060379,1003787364,994866059,1004937200,994674532,1004768156,994866059,1004937200,994387316,1004309478,994866059,1004937200,994674532,1004768156,994387316,1004309478,994866059,1004937200,994387316,1004309478,994060379,1003787364
1119,1336,1,994060379,1003787364,994674532,1004768156,994581968,1004686458,994674532,1004768156,994363050,1004309096,994674532,1004768156,994581968,1004686458,994363050,1004309096,994674532,1004768156,994363050,1004309096,994060379,1003787364
1120,1337,1,994060379,1003787364,994581968,1004686458,994495467,1004610111,994581968,1004686458,994336409,1004309335,994581968,1004686458,994495467,1004610111,994336409,1004309335,994581968,1004686458,994336409,1004309335,994060379,1003787364
1121,1338,1,994060379,1003787364,994495467,1004610111,994439973,1004561132,994495467,1004610111,994316306,1004309048,994495467,1004610111,994439973,1004561132,994316306,1004309048,994495467,1004610111,994316306,1004309048,994060379,1003787364
1122,1339,1,994060379,1003787364,994439973,1004561132,994422234,1004545476,994060379,1003787364,994431198,1004553387,994060379,1003787364,994439973,1004561132,994431198,1004553387,994060379,1003787364,994431198,1004553387,994422234,1004545476
1123,1340,1,994060379,1003787364,994422234,1004545476,994391355,1004518221,994422234,1004545476,994296704,1004309215,994422234,1004545476,994391355,1004518221,994296704,1004309215,994422234,1004545476,994296704,1004309215,994060379,1003787364
1124,1341,1,994060379,1003787364,994391355,1004518221,994353430,1004484748,994391355,1004518221,994279799,1004309525,994391355,1004518221,994353430,1004484748,994279799,1004309525,994391355,1004518221,994279799,1004309525,994060379,1003787364
1125,1342,1,994060379,1003787364,994353430,1004484748,994300765,1004438266,994353430,1004484748,994253158,1004309358,994353430,1004484748,994300765,1004438266,994253158,1004309358,994353430,1004484748,994253158,1004309358,994060379,1003787364
1126,1343,1,994060379,1003787364,994300765,1004438266,994251745,1004395000,994300765,1004438266,994224871,1004309669,994300765,1004438266,994251745,1004395000,994224871,1004309669,994300765,1004438266,994224871,1004309669,994060379,1003787364
1127,1344,1,994060379,1003787364,994251745,1004395000,994179413,1004331159,994251745,1004395000,994174620,1004309263,994251745,1004395000,994179413,1004331159,994174620,1004309263,994251745,1004395000,994174620,1004309263,994060379,1003787364
1128,1347,1,994060379,1003787364,994164289,1004317810,993054446,1003338250,994060379,1003787364,994157201,1004311555,994060379,1003787364,994164289,1004317810,994157201,1004311555,994060379,1003787364,994157201,1004311555,993054446,1003338250
1129,1348,1,994641805,1004046950,995515979,1005510827,995286319,1005238904,995515979,1005510827,994783217,1004308476,995515979,1005510827,995286319,1005238904,994783217,1004308476,995515979,1005510827,994783217,1004308476,994641805,1004046950
1130,1349,1,994641805,1004046950,995286319,1005238904,995072977,1004986302,995286319,1005238904,994761825,1004308428,995286319,1005238904,995072977,1004986302,994761825,1004308428,995286319,1005238904,994761825,1004308428,994641805,1004046950
1131,1350,1,994641805,1004046950,995072977,1004986302,994976587,1004872175,995072977,1004986302,994747950,1004308595,995072977,1004986302,994976587,1004872175,994747950,1004308595,995072977,1004986302,994747950,1004308595,994641805,1004046950
1132,1351,1,994641805,1004046950,994976587,1004872175,994941628,1004830782,994976587,1004872175,994741914,1004308666,994976587,1004872175,994941628,1004830782,994741914,1004308666,994976587,1004872175,994741914,1004308666,994641805,1004046950
1133,1352,1,994641805,1004046950,994941628,1004830782,994896368,1004777194,994941628,1004830782,994733180,1004309072,994941628,1004830782,994896368,1004777194,994733180,1004309072,994941628,1004830782,994733180,1004309072,994641805,1004046950
